name	country	type	coverage	url	catalogue_contact
Santander Corredores de Bolsa Chile	CL	Bank	Local-market ETFs	https://banco.santander.cl/personas/corredores-de-bolsa	
Fintual Acciones	CL	Neobroker	US ETFs / ETNs	https://fintual.cl/que-es-fintual/	
Trii	CO	Neobroker	Global ETFs / ETPs	https://trii.co/	https://trii.co/contact
Tyba	CO	Neobroker	US ETFs / ETNs	https://tyba.com.co/	https://tyba.com.co/contacto/
Valores Bancolombia	CO	Bank	Local-market ETFs	https://valores.bancolombia.com/	
Davivienda Corredores	CO	Bank	Global ETFs / ETPs	https://www.daviviendacorredores.com/wps/portal/corredores/personas	
Acciones y Valores	CO	Broker	Local-market ETFs	https://www.accivalores.com/quiero-vincularme/	https://www.accivalores.com/contacto/
BTG Pactual Colombia	CO	Broker	Global ETFs / ETPs	https://www.btgpactual.com.co/	
Credicorp Capital Colombia	CO	Broker	Global ETFs / ETPs	https://www.credicorpcapital.com/Colombia/Neg/MerCap/Paginas/Ser.aspx	
Renta 4 SAB	PE	Broker	Local + US ETFs	https://www.renta4.pe/	https://www.renta4.pe/que-necesitas/contactanos
Credicorp Capital	PE	Broker	Global ETFs / ETPs	https://www.credicorpcapital.com/Peru/Bolsa/Paginas/e-trading.aspx	https://www.credicorpcapital.com/Peru/Bolsa/Paginas/contactenos.aspx
Inteligo SAB	PE	Broker	Global ETFs / ETPs	https://www.inteligosab.com/	https://www.inteligosab.com/es/formulario-de-contacto
Trii Peru	PE	Neobroker	Global ETFs / ETPs	https://trii.pe	https://trii.pe/contact
Tyba Peru	PE	Neobroker	US ETFs / ETNs	https://tyba.pe/	
Kallpa Securities SAB	PE	Broker	Global ETFs / ETPs	https://kallpasab.com/	https://kallpasab.com/
BTG Pactual Perú SAB	PE	Broker	Global ETFs / ETPs	https://www.btgpactual.com.pe/sales-trading/que-hacemos/	contactoperu@btgpactual.com
Seminario y Cía SAB	PE	Broker	Local-market ETFs	https://www.seminariosab.com.pe/hazte-cliente	informes@seminariosab.com.pe
Gletir Global	UY	Broker	Global ETFs / ETPs	https://www.gletir.com/	https://www.gletir.com/Contact
Paullier	UY	Broker	Global ETFs / ETPs	https://paullier.com/	paullier@paullier.com
Freedom Broker	KZ	Broker	Global ETFs / ETPs	https://fbroker.kz/en	
Halyk Finance	KZ	Broker	Global ETFs / ETPs	https://halykfinance.kz/brokerskoe-obsluzhivanie/	sales@halykfinance.kz
Alatau City Invest	KZ	Broker	Local + US ETFs	https://alataucityinvest.kz/platform	info@alataucityinvest.kz
BCC Invest	KZ	Broker	Local-market ETFs	https://www.bcc-invest.kz/openaccount	info@bcc-invest.kz
ForteFinance	KZ	Broker	Global ETFs / ETPs	https://finance.forte.kz/ru	https://finance.forte.kz/ru/kontakty
Centras Securities	KZ	Broker	Global ETFs / ETPs	https://cesec.kz/brokerskoe-obsluzhivanie/	Broker@centras.kz
SkyBridge Invest	KZ	Broker	Global ETFs / ETPs	https://sbinvest.kz/investors/	https://sbinvest.kz/contacts/
Galt & Taggart	GE	Broker	Global ETFs / ETPs	https://galtandtaggart.com/en/brokerage	
TBC Capital	GE	Broker	Global ETFs / ETPs	https://www.tbccapital.ge/en/solutions/brokerage	
Bank of Georgia	GE	Bank	US ETFs / ETNs	https://bankofgeorgia.ge/en/retail/investments	
TBC Bank	GE	Bank	Global ETFs / ETPs	https://tbcbank.ge	
Ameriabank	AM	Bank	Global ETFs / ETPs	https://ameriabank.am/en	
Evocabank	AM	Bank	Global ETFs / ETPs	https://www.evoca.am/en/	https://www.evoca.am/en/contact
Freedom Finance	UA	Broker	Global ETFs / ETPs	https://ffin.ua	
AKD Securities	PK	Broker	Local-market ETFs	https://aof.akdsl.com/signup	
JS Global Capital	PK	Broker	Local-market ETFs	https://jsglobalonline.com	
Topline Securities	PK	Broker	Local-market ETFs	https://topline.com.pk/page-trade-with-topline	info@topline.com.pk
Arif Habib Limited	PK	Broker	Local-market ETFs	https://forms.ahletrade.com/forms/	https://forms.ahletrade.com/forms/
KTrade Securities	PK	Neobroker	Local-market ETFs	https://kasb.com/account-opening-form/	https://kasb.com/contact-us/
Next Capital	PK	Broker	Local-market ETFs	https://nextcapital.com.pk/	cf@nextcapital.com.pk
Foundation Securities	PK	Broker	Local-market ETFs	http://aof.fsedge.com/aof	
Alfalah Securities	PK	Broker	Local-market ETFs	https://www.alfalahsec.com/	
CITIC Securities	CN	Broker	Local-market ETFs	https://www.citics.com/newsite/index.html	
Huatai Securities	CN	Broker	Local-market ETFs	https://www.htsc.com.cn/hd/promotion/kh/index.html	
China Merchants Securities	CN	Broker	Local-market ETFs	https://www.cmschina.com	
Guotai Haitong Securities	CN	Broker	Local-market ETFs	https://www.gtht.com	
GF Securities	CN	Broker	Local-market ETFs	https://www.gf.com.cn/	
East Money Securities	CN	Neobroker	Local-market ETFs	https://kh.eastmoney.com/Account/Step1	
Ping An Securities	CN	Broker	Local-market ETFs	https://stock.pingan.com/	
Guosen Securities	CN	Broker	Local-market ETFs	https://www.guosen.com.cn/gs/openaccount/	
CICC Wealth Management	CN	Broker	Local-market ETFs	https://www.ciccwm.com/ciccwmweb/zzt/advsixpc.html	
LGT Bank	LI	Bank	Global ETFs / ETPs	https://www.lgt.com/li-en/private-banking	https://www.lgt.com/li-en/contact-possibilities
VP Bank	LI	Bank	Global ETFs / ETPs	https://www.vpbank.com/en-li	https://www.vpbank.com/en-li/media/media-contacts
Liechtensteinische Landesbank	LI	Bank	Global ETFs / ETPs	https://llb.li/de/support/online-schalter	
Bank Frick	LI	Bank	Global ETFs / ETPs	https://www.bankfrick.li/en/open-an-account/67	https://www.bankfrick.li/en/contact
Andbank	AD	Bank	Global ETFs / ETPs	https://www.andbank.com/andorra/	
MoraBanc	AD	Bank	Global ETFs / ETPs	https://www.morabanc.ad/en/individuals	
Creand	AD	Bank	Global ETFs / ETPs	https://creand.ad/	
United Securities Oman	OM	Broker	Global ETFs / ETPs	https://usoman.com/Download-Forms.html	
Ubhar Capital (U-Capital)	OM	Broker	Global ETFs / ETPs	https://u-capital.net/u-capital-brokerage/	https://u-capital.net/about-us/contactus/
XTB International	BZ	Broker	UCITS ETFs / ETCs	https://www.xtb.com/int	
Plus500 Bahamas	BS	Broker	Global ETFs / ETPs	https://www.plus500.com/	
Plus500 Seychelles	SC	Broker	Global ETFs / ETPs	https://www.plus500.com/	
eToro	Global	Neobroker	Global ETFs / ETPs	https://www.etoro.com/	https://help.etoro.com/s/contactsupport
Quantfury	Global	Neobroker	Global ETFs / ETPs	https://quantfury.com/	
MEXEM	Global	Broker	Global ETFs / ETPs	https://www.mexem.com/	support@mexem.com
Plus500 Invest	Global	Broker	Global ETFs / ETPs	https://www.plus500.com/	
